particle_size_um,leakage_current_pa,breakdown_voltage_v,local_yield,layer_depth,defect_type
0.8370666574966933,50.0,4.234005182828725,0.5816244476700241,5,Via_Open
2.3386056521462737,1192.6604268223987,5.336858404221848,0.7560230035647956,1,Particle_Defect
0.36344855362152584,2013.107604186228,2.600160906531025,0.6759573710095321,8,Oxide_Pinhole
0.707274358758559,144.5667354323612,6.094329113742012,0.6788605852974311,9,Via_Open
0.15991959340806003,848.6175573490834,6.270488220623915,0.8485783121785392,11,Clean_Die
1.920238022176996,9940.722370973526,2.2465783261617034,0.3626045779084286,3,Metal_Short
0.4257764078761349,1947.8663010409628,2.6121379130710256,0.5641076476422939,7,Oxide_Pinhole
0.2599068281996263,2335.139632080056,3.100751736802296,0.6370619942849133,4,Oxide_Pinhole
0.6596206598475709,331.1814725277023,5.419511363359605,0.6319657247575554,9,Via_Open
0.32394625794168197,2560.670866151803,3.1679269028664,0.639500597632088,3,Oxide_Pinhole
0.10413741282078119,737.9335995920908,6.267710778210833,0.9132766948882485,10,Clean_Die
0.2300581721130846,5935.717169232342,1.8649177419996517,0.4891325258565138,2,Gate_Oxide_Trap
0.3477725258685303,2601.286450892903,3.3796294185592717,0.7507448645560165,6,Oxide_Pinhole
0.20059562303428335,2067.7930200792225,2.933899127477593,0.5609829974903873,5,Oxide_Pinhole
3.7394933371067145,1268.3630357761483,4.67550680276845,0.5234145322782208,1,Particle_Defect
0.45165131409912246,3986.2024332686656,2.9025427211055304,0.6335604681667732,6,Gate_Oxide_Trap
0.8913114295016549,121.52282580392978,6.566179340291724,0.5605356738232699,4,Via_Open
0.08450966146491827,757.0369638335577,6.149528336898013,0.9313037278648318,2,Clean_Die
0.36974020910153965,1912.2908491566068,3.000153163184767,0.7254100248106251,4,Oxide_Pinhole
0.25240528511609023,2017.9575902554727,2.7476537154913596,0.6714343166843402,3,Oxide_Pinhole
0.09703278504957236,2800.9413992443724,3.546722848843978,0.6433812717315187,11,Oxide_Pinhole
0.05,584.0887565297594,6.316237011086872,0.9376652781014269,6,Clean_Die
4.196607592451936,1171.319755160377,4.957198967662119,0.6143084603977655,11,Particle_Defect
0.17588185901118242,5207.018759257713,2.8436209721654264,0.44869252284372807,4,Gate_Oxide_Trap
0.06809880227824006,697.7982861370095,6.690714647092321,0.9155923287250194,9,Clean_Die
0.13414449863018058,767.1025439199065,7.322509115252862,0.8688068148136766,1,Clean_Die
0.6665276381992832,107.1282435823525,5.596271764001889,0.5020575192531166,10,Via_Open
0.05,808.1963434957319,5.744121851415826,0.8749273441313464,7,Clean_Die
3.168357586448783,1346.628970179028,4.7271765519327955,0.5930279397228188,9,Particle_Defect
3.978901898758704,1276.225191275574,4.847082885850419,0.7260632180259597,3,Particle_Defect
0.16628318493424574,696.2815955012545,5.853174457161144,0.9012423875013249,10,Clean_Die
0.08773228120598278,720.293301669198,6.061609175244758,0.8961651734771532,6,Clean_Die
0.07971571092970446,804.9811968522645,6.163934723849301,0.8732930451963102,10,Clean_Die
1.6937412521002586,9927.936178557598,1.5610503139956222,0.2539928115534532,9,Metal_Short
0.17123802137989022,3799.266385959759,2.0193036029254814,0.6680754308377489,2,Gate_Oxide_Trap
0.29239146674943417,2064.7278681332964,3.8843749716419316,0.7392630440218569,11,Oxide_Pinhole
1.906082367714605,1176.0245721279005,3.514694935386541,0.7583817316862074,8,Particle_Defect
0.23113650346976233,4580.132590509464,2.505154889523078,0.35108659496012873,9,Gate_Oxide_Trap
0.10853100963660503,852.5375510192301,6.847175678760293,0.8890921577325775,2,Clean_Die
0.18566268330901808,4201.47583178446,2.366506049086102,0.4670071230851331,5,Gate_Oxide_Trap
0.32893675303464914,4652.617600439475,2.5285280367312835,0.5792152152663136,4,Gate_Oxide_Trap
0.5620471344038795,8883.48302624392,2.0564233049857563,0.41662581892533596,6,Metal_Short
0.24079752956360503,1966.439605527541,4.167955813128126,0.7045837128433758,7,Oxide_Pinhole
3.194724705803828,940.6007835390657,5.149785752518424,0.7078141194455387,1,Particle_Defect
0.09769181584243866,666.5780930379223,6.649891193449387,0.9377740462712757,2,Clean_Die
2.8712057351694913,974.090584946199,4.376913594284221,0.6284207971234188,10,Particle_Defect
0.054507432534946526,784.9320396935256,6.643107116259437,1.0,3,Clean_Die
3.947769894270944,890.4587699270003,5.775380367936755,0.6017071356245841,9,Particle_Defect
1.0375651268181032,102.60808684417577,5.157056696619968,0.6146316758533575,1,Via_Open
